"Timestamp","Q1. How many years of experience do you have in clinical data management or clinical research operations?","Q2. What best describes your current or most recent role?","Q3. What type of organisation do you currently or most recently work for?","Q4. Which EDC system(s) have you worked with? Select all that apply.","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [CRF complexity / page count]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Protocol amendment frequency]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Screen failure rate]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Site experience level]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Therapeutic area complexity]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Trial phase (I–IV)]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Number of enrolled participants]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Number of study sites]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Edit check density in EDC]","Q5. In your professional experience, how strongly does each of the following factors contribute to high data query rates in clinical trials? Rate each from 1 (not at all influential) to 5 (extremely influential). [Trial duration]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [CRF complexity / page count]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Protocol amendment frequency]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Site experience / training level]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Therapeutic area (e.g. oncology vs. primary care)]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Screen failure rate]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Trial phase]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Number of enrolled participants]","Q6. From the list below, please rank your top 5 most important drivers of high query rates. Enter a number 1–5 next to your top 5 choices, where 1 = most important. Instructions: Choose a rank 1 to 5 for your selected factors. [Edit check / validation rule density]","Q7. In your organisation, how are data quality risks currently identified and managed during a clinical trial? Select all that apply.","Q8. How frequently does your team review query rate trends during an active trial?","Q9. In your experience, at what stage of a clinical trial do data quality issues (high query rates) typically become apparent?","Q10. How familiar are you with the use of machine learning or predictive analytics in clinical data management?","Q11. To what extent do you agree with the following statement: 'A machine learning model that predicts data query rate risk before the database lock phase would be valuable to clinical data management teams.'","Q12. Which of the following outputs from an ML risk model would be most useful to your team? Select up to 3.","Q13. What would be your primary concern about adopting an ML-based risk scoring tool in a GCP-regulated clinical trial environment? Select all that apply.","Q14. In your experience, which single factor has had the greatest impact on data query rates in a trial you have personally worked on? Please briefly describe.","Q15. Do you have any additional comments or suggestions regarding the use of predictive analytics for data quality management in clinical trials?",""
"2026/07/12 4:10:34 AM GMT+3","More than 10 years","Clinical Data Manager (CDM)","Contract Research Organisation (CRO)","Medidata Rave;Oracle Clinical / InForm;OpenClinica","3 — Moderately influential","5 — Extremely influential","4 — Very influential","4 — Very influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","4 — Very influential","5 — Extremely influential","4","4","5","5","4","5","5","5","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only;CTMS / dashboard-based post-hoc monitoring;Risk-Based Monitoring (RBM) as per ICH E6(R3)","Monthly","Only identified during data cleaning / lock","Used ML tools in my current or previous role","5","Overall risk score per study (Low / Medium / High);Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards","No major concerns","","",""
"2026/07/12 12:57:28 PM GMT+3","2–5 years","Database Developer ","Contract Research Organisation (CRO)","Medidata Rave;Veeva Vault EDC","5 — Extremely influential","5 — Extremely influential","4 — Very influential","4 — Very influential","5 — Extremely influential","4 — Very influential","3 — Moderately influential","3 — Moderately influential","4 — Very influential","3 — Moderately influential","5","5","4","3","4","3","3","3","Rule-based EDC edit checks only;Risk-Based Monitoring (RBM) as per ICH E6(R3)","Weekly","Mid-trial (active data collection)","Aware of it but have not used it","5","Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards","Lack of explainability — not knowing why the model gives a score;Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11;Data privacy concerns;Integration complexity with existing systems;Trust in model accuracy","","",""
"2026/07/13 6:35:02 PM GMT+3","2–5 years","Clinical Data Manager (CDM)","Contract Research Organisation (CRO)","Medidata Rave;Oracle Clinical / InForm;REDCap","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","4 — Very influential","5 — Extremely influential","4 — Very influential","5 — Extremely influential","4 — Very influential","5 — Extremely influential","5 — Extremely influential","5","5","5","5","5","5","5","4","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only;Risk-Based Monitoring (RBM) as per ICH E6(R3);Predictive / ML-based risk scoring tools","Daily","Close to database lock","Some familiarity — have read about it or seen it used","4","Overall risk score per study (Low / Medium / High);Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards","Lack of explainability — not knowing why the model gives a score;Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11;Data privacy concerns;Integration complexity with existing systems","","",""
"2026/07/16 10:31:03 AM GMT+3","More than 10 years","Clinical Data Manager (CDM)","Contract Research Organisation (CRO)","Medidata Rave;Veeva Vault EDC","5 — Extremely influential","4 — Very influential","4 — Very influential","3 — Moderately influential","5 — Extremely influential","5 — Extremely influential","1 — Not at all influential","4 — Very influential","5 — Extremely influential","3 — Moderately influential","5","4","1","5","4","4","1","4","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only","Daily","Mid-trial (active data collection)","Aware of it but have not used it","4","Overall risk score per study (Low / Medium / High);Site-level risk heatmap;Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards","Lack of explainability — not knowing why the model gives a score;Data privacy concerns;Integration complexity with existing systems","Safety","NA",""
"2026/07/18 5:19:06 PM GMT+3","More than 10 years","Study designer","Contract Research Organisation (CRO)","Medidata Rave;Oracle Clinical / InForm","5 — Extremely influential","3 — Moderately influential","3 — Moderately influential","1 — Not at all influential","5 — Extremely influential","5 — Extremely influential","1 — Not at all influential","1 — Not at all influential","5 — Extremely influential","1 — Not at all influential","5","4","1","5","1","5","1","5","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only;CTMS / dashboard-based post-hoc monitoring;Risk-Based Monitoring (RBM) as per ICH E6(R3)","Rarely / only when issues arise","Early enrolment phase","Some familiarity — have read about it or seen it used","3","Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold","Lack of explainability — not knowing why the model gives a score;Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11","Incorrect data","No",""
"2026/07/20 6:35:58 PM GMT+3","More than 10 years","Clinical database programmer ","Contract Research Organisation (CRO)","Medidata Rave","4 — Very influential","3 — Moderately influential","2 — Slightly influential","5 — Extremely influential","2 — Slightly influential","3 — Moderately influential","3 — Moderately influential","4 — Very influential","4 — Very influential","4 — Very influential","4","3","5","3","3","2","3","5","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only","Weekly","Mid-trial (active data collection)","Aware of it but have not used it","3","Overall risk score per study (Low / Medium / High);Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold","Lack of explainability — not knowing why the model gives a score;Data privacy concerns;Integration complexity with existing systems","","",""
"2026/07/20 6:45:41 PM GMT+3","2–5 years","Clinical Data Manager (CDM)","Contract Research Organisation (CRO)","Medidata Rave","3 — Moderately influential","3 — Moderately influential","2 — Slightly influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","3","4","3","3","2","3","3","3","CTMS / dashboard-based post-hoc monitoring;Risk-Based Monitoring (RBM) as per ICH E6(R3);Predictive / ML-based risk scoring tools","Monthly","Mid-trial (active data collection)","Not familiar at all","3","Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards;Anomaly flags for unusual data patterns","Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11;Data privacy concerns;Integration complexity with existing systems","","",""
"2026/07/20 6:51:09 PM GMT+3","2–5 years","Clincial database programmer ","Contract Research Organisation (CRO)","Medidata Rave","4 — Very influential","4 — Very influential","3 — Moderately influential","1 — Not at all influential","4 — Very influential","3 — Moderately influential","4 — Very influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","4","5","1","4","4","5","5","5","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only;CTMS / dashboard-based post-hoc monitoring","Weekly","Only identified during data cleaning / lock","Aware of it but have not used it","4","Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold","No major concerns","","",""
"2026/07/20 7:47:46 PM GMT+3","6–10 years","Database Programming ","Pharmaceutical / Biotech sponsor company","Medidata Rave","5 — Extremely influential","4 — Very influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","5 — Extremely influential","2 — Slightly influential","4 — Very influential","5","5","5","5","1","5","5","4","CTMS / dashboard-based post-hoc monitoring;Risk-Based Monitoring (RBM) as per ICH E6(R3)","Daily","Mid-trial (active data collection)","Some familiarity — have read about it or seen it used","5","Overall risk score per study (Low / Medium / High);Explanation of which features are driving the risk score;Early warning alerts when risk exceeds a threshold;Integration with existing CTMS / EDC dashboards","Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11;Data privacy concerns;Trust in model accuracy","","",""
"2026/07/21 7:45:17 AM GMT+3","6–10 years","Clinical Data Manager (CDM)","Contract Research Organisation (CRO)","Medidata Rave","3 — Moderately influential","2 — Slightly influential","1 — Not at all influential","5 — Extremely influential","3 — Moderately influential","1 — Not at all influential","2 — Slightly influential","3 — Moderately influential","3 — Moderately influential","3 — Moderately influential","4","3","5","2","1","1","4","3","Reactive — queries are raised and resolved as they arise with no prior risk scoring;Rule-based EDC edit checks only;CTMS / dashboard-based post-hoc monitoring;Risk-Based Monitoring (RBM) as per ICH E6(R3)","At key milestones only (e.g. interim analysis, database lock)","Mid-trial (active data collection)","Aware of it but have not used it","4","Site-level risk heatmap;Early warning alerts when risk exceeds a threshold;Anomaly flags for unusual data patterns","Regulatory compliance / auditability under ICH E6(R3) or FDA 21 CFR Part 11;Data privacy concerns;Integration complexity with existing systems","","",""
