Enrollment,Trial Duration (days),Number of Sites,has_collaborator,blinding_level,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count,Study Status_COMPLETED,Study Status_TERMINATED,Study Results_NO,Study Results_YES,Sex_ALL,Sex_FEMALE,Sex_MALE,Sex_UNKNOWN,Age_ADULT,"Age_ADULT, OLDER_ADULT",Age_CHILD,"Age_CHILD, ADULT","Age_CHILD, ADULT, OLDER_ADULT",Age_OLDER_ADULT,Phases_EARLY_PHASE1,Phases_NOT_REPORTED,Phases_PHASE1,Phases_PHASE2,Phases_PHASE3,Phases_PHASE4,Intervention Type_BEHAVIORAL,Intervention Type_BIOLOGICAL,Intervention Type_COMBINATION_PRODUCT,Intervention Type_DEVICE,Intervention Type_DIAGNOSTIC_TEST,Intervention Type_DIETARY_SUPPLEMENT,Intervention Type_DRUG,Intervention Type_GENETIC,Intervention Type_OTHER,Intervention Type_PROCEDURE,Intervention Type_RADIATION,Allocation_NON_RANDOMIZED,Allocation_RANDOMIZED,Allocation_UNKNOWN,Primary Purpose_BASIC_SCIENCE,Primary Purpose_DEVICE_FEASIBILITY,Primary Purpose_DIAGNOSTIC,Primary Purpose_ECT,Primary Purpose_HEALTH_SERVICES_RESEARCH,Primary Purpose_OTHER,Primary Purpose_PREVENTION,Primary Purpose_SCREENING,Primary Purpose_SUPPORTIVE_CARE,Primary Purpose_TREATMENT,Primary Purpose_UNKNOWN,therapeutic_area_CARDIOVASCULAR,therapeutic_area_IMMUNOLOGY,therapeutic_area_INFECTIOUS DISEASE,therapeutic_area_METABOLIC,therapeutic_area_NEUROLOGY,therapeutic_area_ONCOLOGY,therapeutic_area_OTHER,therapeutic_area_PSYCHIATRY,therapeutic_area_RESPIRATORY,sponsor_type_ACADEMIC_GOVT,sponsor_type_INDUSTRY
0.51488817,0.0031598064,0.33474526,-0.002930566,-0.035805613,0.033801004,0.38721105,0.006170549,-0.0014710295,-0.0073833256,0.059372284,0.067086905,-0.057204336,0.48171937,-0.008888674,0.035775684,0.0008923646,-0.03901896,-0.07354689,-0.008662737,0.0073647806,0.00016184735,-0.0031801304,0.00192138,0.0021781994,0.0,-0.0004038427,-0.002092243,-7.307385e-06,-0.00063527795,8.6885884e-05,-1.0631161e-06,-0.00015902422,0.016498642,-0.0046795206,-0.056690197,0.21404353,0.01613798,0.0006752874,-0.01112513,-0.0004366954,0.0016551146,0.0015829055,0.0022220921,0.019213753,-0.0003081972,0.0045290724,0.012066247,0.00045180376,0.018818734,-0.12502325,-0.011752824,0.0003425412,-4.4329404e-06,0.00052744447,0.0,-5.50775e-05,-4.9384344e-05,-0.0015333304,0.00044551858,-0.0008907866,0.0010262599,-0.00018227713,0.00016830873,-0.0001445956,-7.5745505e-05,-0.0005018349,0.00026440987,-0.0010173164,0.0020060164,7.3436304e-06,-0.00043353174,0.0019894603,-1.5146943e-05
0.44744638,-0.6369098,-0.3769845,-0.008395114,0.08636105,-0.02260809,-0.052351672,-0.01739863,0.00407758,0.0034825539,-0.03342716,0.13155368,-0.014218931,-0.21629743,-0.0127943065,-0.019180374,0.00056046585,-0.03805236,-0.08009531,-0.014462417,-0.0010561645,-5.9830134e-05,-0.0022199678,-0.0015561563,0.0008060621,0.0,-0.00108824,0.00094209414,-1.1227225e-05,0.00012165757,-0.0001210527,-6.614893e-06,0.0003754529,-0.090548545,-0.006536649,-0.1097594,-0.028990345,0.022551678,0.010795005,-0.02154764,-0.00012011651,0.051234134,0.0027749455,0.004906551,-0.06640617,-0.00082313427,0.00058411085,0.009452708,-6.4829e-05,0.022406174,0.15278529,0.003570924,-0.026304761,-4.338818e-06,0.0022496285,0.0,-0.0004517922,0.0003872401,-0.00073525525,0.0002722955,-0.0016408692,-0.0050086244,-0.00013229945,-3.1379444e-05,-9.644886e-05,-0.00058708293,-0.00031263326,-0.011276103,-0.0053711846,0.005025174,-0.00017757795,-0.00013579159,0.0065729492,0.0018969086
0.4161257,0.10838945,0.4349553,0.002138894,-0.041235108,0.07343913,0.347423,0.02173379,-0.000852928,-0.011379093,0.029795095,0.032069754,0.06310576,0.17655174,-0.008897262,0.005445446,0.00089336606,-0.04512063,-0.065047085,-0.010221772,0.0005978523,-0.0001391258,0.005118008,0.0007494251,0.0073938156,0.0,-0.00041092295,0.0040062773,-1.1326968e-06,-0.0012893552,7.662278e-05,6.490013e-05,0.00018548923,0.0243666,-0.0056374534,-0.049419083,0.19521545,0.016873775,0.00058856467,-0.016938465,-0.00012018601,-0.0017411106,0.0012768746,0.0029963765,-0.032044116,-0.0008461361,0.0024504836,-0.051353563,0.00037487675,0.030358369,0.21780616,-0.00032821635,0.00049074553,-2.0408525e-05,-5.6958515e-06,0.0,-7.465259e-05,-1.744616e-05,-0.0004341312,0.00014391752,0.0014914069,0.0031317812,-7.816327e-05,-3.6682613e-05,-0.00027788297,0.000339841,-0.0007262458,-0.0008886649,-0.00059681514,0.0021224723,8.920879e-06,-0.00060465786,0.010026054,-0.00014649791
0.25567448,0.17055537,0.33420327,0.004607053,-0.042371552,-0.0054967,0.1200023,0.00040305298,0.0027566198,0.016261881,-0.0046359003,0.0038289193,0.0061058616,0.07705395,0.00383488,-0.15317944,-0.0062251957,-0.0453836,-0.060061883,-0.010497763,-0.0005196376,0.00019984372,-0.005230736,-0.0006388499,0.0009961928,0.0,-0.0005283686,0.00049368956,-5.1696734e-06,-0.0016831668,-0.00018950785,0.0003574258,0.0003606904,0.028889835,-0.005892678,0.14134282,-0.014990444,0.02118066,0.0056369263,-0.014885721,-9.832003e-05,-0.0013552546,0.002746789,0.0030551942,0.032436732,-0.0006018939,0.002622771,0.020346722,0.0002624698,0.054901775,0.21650618,0.0042186463,0.0004990111,-4.4380067e-06,0.00077800726,0.0,-0.0001827629,-5.085302e-05,-0.00042498822,0.00038702073,-0.00010668906,0.0005759169,-0.00015379544,-0.000251926,-0.00031556375,0.0001662196,-0.00044732838,0.00012854871,0.00024690872,0.0017389881,4.3583786e-06,-0.00048361535,0.0008066549,-7.360252e-05
0.2878045,0.15300539,0.44332707,-0.0033995223,-0.025991978,-0.017912777,-0.08572795,0.00019328517,-0.004295009,-0.016900197,-0.010615686,-0.015046428,-0.01831095,-0.2708119,0.0055083744,-0.008784041,-0.0015567341,-0.0040646973,-0.09361485,-0.012537696,-0.0025627697,-0.00017116431,0.0009722793,0.00036237537,0.00057512836,0.0,-0.0005145913,0.00035151493,2.3550513e-06,-0.0013977438,0.0016996785,8.347042e-05,0.0004413378,0.014702513,0.01717986,-0.11172021,-0.019018766,0.034734946,0.0046598976,-0.01995086,-7.2452254e-05,-0.0014964975,0.0028922898,0.0041888687,0.033300415,-0.0013772098,0.0025185458,0.009074869,0.0013798467,-0.20323136,-0.1420544,0.00060626346,0.000103187806,-1.9623727e-05,0.0013307189,0.0,-0.00017288375,-0.00038855907,-0.0006216977,0.00025745967,-0.0002711862,0.0020467616,-0.00018341638,-1.359212e-05,-0.0002211206,-6.272009e-05,-0.00065965095,0.0003572146,0.00036624743,0.00033977686,7.954296e-06,-0.0003302571,0.004123449,0.00016845939
-0.107089646,0.16319376,0.069329865,0.0028225225,-0.031229695,0.0067285984,0.2296399,0.000708767,-0.003931327,-0.007013037,0.034963846,-0.021785026,0.007663242,-0.12144297,-0.006646685,0.030348694,-0.00066520507,0.006354767,-0.13117145,-0.015689636,0.0049832906,0.00040041393,0.0012151682,0.000105897845,0.000522823,0.0,5.6582496e-05,0.00027020244,-7.585504e-06,-0.0011416589,-0.00012800134,8.898194e-06,0.0007906204,0.01900855,-0.0037311804,0.20770836,-0.026618576,0.012063401,0.00019158049,-0.03309214,-0.00030715048,-0.0008998086,0.0022018997,0.004703903,0.027836177,-0.0007940589,0.0033972657,0.01572767,0.00038340854,0.043486223,-0.16469553,-0.0048158905,0.0005307136,-1.9623727e-05,0.0009180387,0.0,-0.00025552828,-3.5803143e-05,0.00026386022,0.0005869784,0.00034887585,0.0024447853,-0.00013228916,-3.7219408e-05,-0.000311033,2.9947325e-05,-0.00071854214,0.00064343784,0.00028755443,0.0014536063,3.5143553e-06,-0.0005460602,-0.0040211305,1.9469873e-05
0.15823846,-0.25672072,-0.40880987,0.0028814832,0.06472086,-0.01854735,-0.4682376,-0.0025893415,-0.0040781684,0.034281448,-0.028407045,0.002741777,-0.0030436236,-0.18176061,-0.08586297,-0.045867603,0.0035521847,-0.035949495,-0.08936484,-0.013244091,-0.0010414786,-0.0004698333,0.0017768274,-0.00018848607,0.0027060152,0.0,-0.0005499853,-0.010331577,-0.00012784204,-0.000440571,-0.00029523094,-0.00029377284,0.00058133324,-0.08124242,-0.014169163,-0.1406136,-0.025774103,0.020757204,-0.090609044,-0.026444849,-0.00023359536,-0.00782657,0.0017954216,0.0040166425,-0.067339115,-0.0006489102,0.001420451,0.018012073,-0.00018974052,0.01802802,0.15145096,0.002545647,8.9105975e-05,-4.9988466e-06,0.00070400524,0.0,-0.00023773525,-0.0002654129,-0.00027617958,0.00055745547,0.0063514276,-0.007189105,-0.00028152007,-4.15205e-05,-9.724097e-05,-0.00013412081,-0.00013836271,6.43329e-05,0.0022367516,0.0050449283,7.343631e-06,-0.0005413056,-0.006694702,-0.001782384
0.4518213,0.17826335,0.053303864,0.007125685,-0.05085684,0.0017346281,0.011978779,-0.007932781,0.0003660749,-0.0059444243,-0.0029074934,0.008793653,0.006049774,0.11748091,-0.021964028,-0.06786235,-0.00013996719,0.015004413,-0.06422781,-0.008326492,-0.001245151,-0.00019685835,0.00078606355,0.0005613314,0.001101167,0.0,0.00082546304,-0.0005027862,-1.7180306e-05,-0.001101612,1.9282248e-05,3.2880147e-05,0.00035897843,-0.1246356,-0.004115287,-0.1456464,-0.032051943,0.01795315,0.0069980705,-0.015503853,-0.00026384415,-0.0010626778,0.002830924,0.004280313,-0.05756784,-0.00064112025,-0.041369613,0.019508943,-0.00012498994,0.033625916,0.16835,0.0029137826,0.00047169247,-1.9623727e-05,0.0020898227,0.0,-9.06424e-05,3.2635468e-05,-0.00020022392,0.00038702373,-0.0021744883,-0.0073230304,-9.483006e-05,-0.00021265478,-0.00028360123,-6.9513044e-06,-0.00066812267,0.00023982837,0.00012511009,0.0036760508,4.3583786e-06,-0.0005634461,0.0013121037,0.0001261619
-0.5302539,-0.03090555,-0.18465376,-0.006158809,-0.043490544,0.004945084,0.12960687,-0.0045339433,-0.0058107446,-0.0144011285,0.03580438,-0.042631764,0.005702535,-0.13242985,-0.03636757,0.056732967,-0.0006500525,-0.032009922,-0.17667574,-0.02736058,-0.0030190817,-0.00017665325,0.0016068716,-0.00026454873,0.0024582597,0.0,-0.00089414435,0.0013268001,-8.094923e-06,0.0007256553,-0.00015379985,2.3986377e-05,0.00083879894,0.034677234,-0.004128538,0.21986704,-0.022144742,0.016650412,0.0018488108,-0.026316375,-0.00018446009,-0.00068244454,0.002340024,0.0064378493,0.034340736,-0.00074665714,0.00460095,0.009793932,0.0015079259,-0.18845695,-0.1587498,0.002124567,0.00043463107,-4.338818e-06,0.001207948,0.0,-0.00015837199,-0.00015848399,0.0002695619,0.00054005056,-0.0014517298,0.00236644,-5.1407693e-05,3.1690433e-08,-0.00016505306,3.4867804e-05,-0.00049796293,0.0017283371,0.0015845054,0.0032443774,7.954296e-06,-0.00024148308,0.008566256,0.00015886707
-0.13809602,-0.30533862,-0.30733657,0.013332932,-0.06679532,-0.04172181,-0.07691078,0.005938948,-0.0011901167,-0.011778254,-0.014137463,0.0040020975,0.03072914,-0.15023352,0.032507736,-0.092584655,-0.00013801952,0.008552803,-0.1141989,-0.01527656,-0.0017238824,-7.8832265e-05,0.0009721027,-6.249635e-05,0.000958304,0.0,-0.00031682162,0.0010867916,-2.6467993e-05,-0.0008380744,-0.00011386491,8.574086e-06,0.00060593203,-0.09854728,-0.0034175636,-0.12085187,-0.024506886,0.020991983,0.004067489,-0.03061796,-0.00025203128,-0.00577553,0.0026709964,0.005428359,-0.05546971,-0.00044407664,-0.030385759,0.010990297,0.00024134933,0.041458026,-0.1299958,-0.0059033213,0.0004596203,-4.338818e-06,0.0018822108,0.0,-0.0001998211,-0.0004865445,-0.0012530016,0.0005519901,-0.0025842248,-0.0025852458,0.021504771,-8.12692e-05,-0.00010389227,-0.00057990296,-0.00039793758,0.00029188502,0.003690282,0.00204411,4.3583786e-06,-0.0003370365,-0.011036218,-3.2784243e-05
-0.073994115,-0.025412753,-0.3770261,0.010293641,-0.051028628,-0.003871146,0.16187446,0.015900405,-0.018969763,0.15337129,0.04612893,-0.005259739,-0.0031580322,-0.08052485,0.015797013,0.035922583,0.0006784731,0.0065893712,-0.12031128,-0.01358832,-0.0037714192,-0.0010014891,0.00041320556,-0.00010713524,-0.00037163944,0.0,0.000114983704,-0.0022828844,-7.546479e-06,0.048736624,-0.0003817918,7.1447903e-06,0.0009471884,0.023481961,-0.0044344137,0.20535259,-0.026260654,0.014468868,0.0018595529,-0.0138962725,-0.00011060144,-0.0006353027,0.0025382757,0.006963944,0.044645224,-0.0006692728,0.0042034863,0.014553516,0.00073666807,0.0456532,-0.13619915,-0.0032610737,0.0006155392,-4.338818e-06,0.00085395895,0.0,-0.00017100885,-0.00046277922,-0.0006309489,0.0006772985,1.5412515e-05,0.0020841165,-8.010037e-05,-0.00024000542,-0.00014709099,2.4266272e-05,-0.00052620005,0.0046323678,0.0017803303,0.002470979,7.954296e-06,-0.00050828565,-0.0071387584,4.275125e-05
-0.07724769,0.17270045,-0.3861138,0.005411621,-0.03877913,-0.00023544696,0.12586813,0.007930229,-0.0065352526,-0.010598536,0.03446378,0.01478806,0.02763722,0.17839617,-0.0020574124,0.0017053846,-0.0069726883,-0.023648102,-0.10374387,-0.013466856,0.003415694,0.0018899932,-0.0043157144,-0.0040012,0.00096240797,0.0,-0.000434772,0.00010737646,-1.3390149e-05,-0.0013635942,-0.00026322476,1.159994e-05,0.0009219987,0.02678612,-0.0028146857,0.13198699,-0.03851336,0.015155187,0.0028923946,-0.025636734,-0.00028313108,-0.0018864817,0.0019547623,0.0042313477,0.024699097,-0.00075581064,0.004346813,0.015813472,0.00039195194,0.05508187,-0.15334451,-0.0014698957,0.0004195642,-2.0408525e-05,-0.00022369188,0.0,-0.00015837199,-0.0005518636,-0.00092144747,-9.505954e-05,2.6094349e-05,0.0013587165,-6.695125e-05,-0.00012556562,-0.00022640373,9.811878e-05,-0.0009173476,0.00080984354,-0.0030569797,0.0012505231,7.954296e-06,-0.00031126916,0.00685396,6.8160007e-06
